[30918] \Global\NIS\0xBA8BD853\0x89CC3129
[30276] \Global\NIS\0xE4503A51\TOP_GLAMOUR\0x2E51AC6D
[30279] \Global\NIS\0xE4503A51\TOP_GLAMOUR\0x2E51AC6D\0x7D882419
[30277] \Global\NIS\0xE4503A51\TOP_GLAMOUR\0x2E51AC6D\Naz
[30280] \Global\NIS\0xE4503A51\TOP_GLAMOUR\0x2E51AC6D\Trunk
[30278] \Global\NIS\0xE4503A51\TOP_GLAMOUR\0x2E51AC6D\Wei
[30269] \Global\NIS\0xE4503A51\TOP_GLAMOUR\TOP_GLAMOUR_EXPLOSION
[30273] \Global\NIS\0xE4503A51\TOP_GLAMOUR\TOP_GLAMOUR_EXPLOSION\0x2FBE1F78
[30271] \Global\NIS\0xE4503A51\TOP_GLAMOUR\TOP_GLAMOUR_EXPLOSION\Naz
[30272] \Global\NIS\0xE4503A51\TOP_GLAMOUR\TOP_GLAMOUR_EXPLOSION\THUG_00
[30270] \Global\NIS\0xE4503A51\TOP_GLAMOUR\TOP_GLAMOUR_EXPLOSION\Wei
[30274] \Global\NIS\0xE4503A51\TOP_GLAMOUR\TOP_GLAMOUR_EXPLOSION\car_01
[30275] \Global\NIS\0xE4503A51\TOP_GLAMOUR\TOP_GLAMOUR_EXPLOSION\car_02
[30258] \Global\NIS\0xE4503A51\TOP_GLAMOUR\TOP_GLAMOUR_INTRO
[30261] \Global\NIS\0xE4503A51\TOP_GLAMOUR\TOP_GLAMOUR_INTRO\0x7C136F0A
[30259] \Global\NIS\0xE4503A51\TOP_GLAMOUR\TOP_GLAMOUR_INTRO\Jackie
[30260] \Global\NIS\0xE4503A51\TOP_GLAMOUR\TOP_GLAMOUR_INTRO\Wei
[30262] \Global\NIS\0xE4503A51\TOP_GLAMOUR\TOP_GLAMOUR_MID
[30268] \Global\NIS\0xE4503A51\TOP_GLAMOUR\TOP_GLAMOUR_MID\0x416E2C84
[30267] \Global\NIS\0xE4503A51\TOP_GLAMOUR\TOP_GLAMOUR_MID\0xA8AC92B8
[30264] \Global\NIS\0xE4503A51\TOP_GLAMOUR\TOP_GLAMOUR_MID\Naz
[30265] \Global\NIS\0xE4503A51\TOP_GLAMOUR\TOP_GLAMOUR_MID\THUG_00
[30266] \Global\NIS\0xE4503A51\TOP_GLAMOUR\TOP_GLAMOUR_MID\Thug_01
[30263] \Global\NIS\0xE4503A51\TOP_GLAMOUR\TOP_GLAMOUR_MID\Wei
[30043] \Global\NIS\0xE4503A51\Uncle_Po\UNCLE_PO_INTRO
[30049] \Global\NIS\0xE4503A51\Uncle_Po\UNCLE_PO_INTRO\Cel
[30046] \Global\NIS\0xE4503A51\Uncle_Po\UNCLE_PO_INTRO\Conroy
[30048] \Global\NIS\0xE4503A51\Uncle_Po\UNCLE_PO_INTRO\Jackie
[30047] \Global\NIS\0xE4503A51\Uncle_Po\UNCLE_PO_INTRO\Vincent
[30045] \Global\NIS\0xE4503A51\Uncle_Po\UNCLE_PO_INTRO\Wei
[30044] \Global\NIS\0xE4503A51\Uncle_Po\UNCLE_PO_INTRO\Winston
[30050] \Global\NIS\0xE4503A51\Uncle_Po\UNCLE_PO_MID_PT1
[30054] \Global\NIS\0xE4503A51\Uncle_Po\UNCLE_PO_MID_PT1\Cel
[30055] \Global\NIS\0xE4503A51\Uncle_Po\UNCLE_PO_MID_PT1\Johnny
[30051] \Global\NIS\0xE4503A51\Uncle_Po\UNCLE_PO_MID_PT1\Ricky
[30053] \Global\NIS\0xE4503A51\Uncle_Po\UNCLE_PO_MID_PT1\Wei
[30052] \Global\NIS\0xE4503A51\Uncle_Po\UNCLE_PO_MID_PT1\Winston
[30056] \Global\NIS\0xE4503A51\Uncle_Po\UNCLE_PO_MID_PT2
[30065] \Global\NIS\0xE4503A51\Uncle_Po\UNCLE_PO_MID_PT2\0xE4353678
[30064] \Global\NIS\0xE4503A51\Uncle_Po\UNCLE_PO_MID_PT2\0xE97610A1
[30058] \Global\NIS\0xE4503A51\Uncle_Po\UNCLE_PO_MID_PT2\POCKMARK
[30063] \Global\NIS\0xE4503A51\Uncle_Po\UNCLE_PO_MID_PT2\Teapot
[30057] \Global\NIS\0xE4503A51\Uncle_Po\UNCLE_PO_MID_PT2\UnclePo
[30061] \Global\NIS\0xE4503A51\Uncle_Po\UNCLE_PO_MID_PT2\Wei
[30059] \Global\NIS\0xE4503A51\Uncle_Po\UNCLE_PO_MID_PT2\Winston
[30066] \Global\NIS\0xE4503A51\Uncle_Po\UNCLE_PO_MID_PT3
[30069] \Global\NIS\0xE4503A51\Uncle_Po\UNCLE_PO_MID_PT3\0xF0F067F9
[30068] \Global\NIS\0xE4503A51\Uncle_Po\UNCLE_PO_MID_PT3\Ricky
[30067] \Global\NIS\0xE4503A51\Uncle_Po\UNCLE_PO_MID_PT3\Wei
[30070] \Global\NIS\0xE4503A51\Uncle_Po\UNCLE_PO_PATSY
[30071] \Global\NIS\0xE4503A51\Uncle_Po\UNCLE_PO_ROLAND_HO
[30073] \Global\NIS\0xE4503A51\Uncle_Po\UNCLE_PO_ROLAND_HO\ROLAND_HO
[30074] \Global\NIS\0xE4503A51\Uncle_Po\UNCLE_PO_ROLAND_HO\SMG30001
[30072] \Global\NIS\0xE4503A51\Uncle_Po\UNCLE_PO_ROLAND_HO\Wei
[30135] \Global\NIS\0xE4503A51\Wedding\WEDDING_FOYER
[30139] \Global\NIS\0xE4503A51\Wedding\WEDDING_FOYER\0xA2D0D7C4
[30138] \Global\NIS\0xE4503A51\Wedding\WEDDING_FOYER\0xA611CA73
[30137] \Global\NIS\0xE4503A51\Wedding\WEDDING_FOYER\0xAB52ECAA
[30142] \Global\NIS\0xE4503A51\Wedding\WEDDING_FOYER\Girl
[30143] \Global\NIS\0xE4503A51\Wedding\WEDDING_FOYER\Girl2
[30140] \Global\NIS\0xE4503A51\Wedding\WEDDING_FOYER\Red
[30136] \Global\NIS\0xE4503A51\Wedding\WEDDING_FOYER\Wei
[30141] \Global\NIS\0xE4503A51\Wedding\WEDDING_FOYER\deadguy
[30110] \Global\NIS\0xE4503A51\Wedding\WEDDING_INTRO
[30128] \Global\NIS\0xE4503A51\Wedding\WEDDING_INTRO\0x2AE881FA
[30124] \Global\NIS\0xE4503A51\Wedding\WEDDING_INTRO\0x8283B62D
[30125] \Global\NIS\0xE4503A51\Wedding\WEDDING_INTRO\0x8642AB9A
[30126] \Global\NIS\0xE4503A51\Wedding\WEDDING_INTRO\0x8B018D43
[30120] \Global\NIS\0xE4503A51\Wedding\WEDDING_INTRO\0x9187C0F1
[30121] \Global\NIS\0xE4503A51\Wedding\WEDDING_INTRO\0x9546DD46
[30122] \Global\NIS\0xE4503A51\Wedding\WEDDING_INTRO\0x9805FB9F
[30123] \Global\NIS\0xE4503A51\Wedding\WEDDING_INTRO\0x9CC4E628
[30118] \Global\NIS\0xE4503A51\Wedding\WEDDING_INTRO\0xA2B42A2B
[30119] \Global\NIS\0xE4503A51\Wedding\WEDDING_INTRO\0xA675379C
[30116] \Global\NIS\0xE4503A51\Wedding\WEDDING_INTRO\0xAB361145
[30117] \Global\NIS\0xE4503A51\Wedding\WEDDING_INTRO\0xAFF70CF2
[30127] \Global\NIS\0xE4503A51\Wedding\WEDDING_INTRO\Envelope
[30129] \Global\NIS\0xE4503A51\Wedding\WEDDING_INTRO\KeyChain
[30112] \Global\NIS\0xE4503A51\Wedding\WEDDING_INTRO\Mrs_Chu
[30111] \Global\NIS\0xE4503A51\Wedding\WEDDING_INTRO\Peggy
[30113] \Global\NIS\0xE4503A51\Wedding\WEDDING_INTRO\Uncle_Po
[30114] \Global\NIS\0xE4503A51\Wedding\WEDDING_INTRO\Wei
[30115] \Global\NIS\0xE4503A51\Wedding\WEDDING_INTRO\Winston
[30130] \Global\NIS\0xE4503A51\Wedding\WEDDING_INTRO_PT2
[30132] \Global\NIS\0xE4503A51\Wedding\WEDDING_INTRO_PT2\Box
[30134] \Global\NIS\0xE4503A51\Wedding\WEDDING_INTRO_PT2\KeyChain
[30131] \Global\NIS\0xE4503A51\Wedding\WEDDING_INTRO_PT2\RidgeSport
[30133] \Global\NIS\0xE4503A51\Wedding\WEDDING_INTRO_PT2\Wei
[30165] \Global\NIS\0xE4503A51\Wedding\WEDDING_MID_3
[30169] \Global\NIS\0xE4503A51\Wedding\WEDDING_MID_3\0x8FC090F4
[30170] \Global\NIS\0xE4503A51\Wedding\WEDDING_MID_3\0x9546DD46
[30173] \Global\NIS\0xE4503A51\Wedding\WEDDING_MID_3\0xA0377B65
[30171] \Global\NIS\0xE4503A51\Wedding\WEDDING_MID_3\0xE959232B
[30172] \Global\NIS\0xE4503A51\Wedding\WEDDING_MID_3\0xED983E9C
[30168] \Global\NIS\0xE4503A51\Wedding\WEDDING_MID_3\Gun
[30166] \Global\NIS\0xE4503A51\Wedding\WEDDING_MID_3\UnclePo
[30167] \Global\NIS\0xE4503A51\Wedding\WEDDING_MID_3\Wei
[30144] \Global\NIS\0xE4503A51\Wedding\WEDDING_MID_WINSTON_DIES
[30149] \Global\NIS\0xE4503A51\Wedding\WEDDING_MID_WINSTON_DIES\0x9E7146A4
[30148] \Global\NIS\0xE4503A51\Wedding\WEDDING_MID_WINSTON_DIES\Gun
[30146] \Global\NIS\0xE4503A51\Wedding\WEDDING_MID_WINSTON_DIES\Peggy
[30147] \Global\NIS\0xE4503A51\Wedding\WEDDING_MID_WINSTON_DIES\Wei
[30145] \Global\NIS\0xE4503A51\Wedding\WEDDING_MID_WINSTON_DIES\Winston
[30174] \Global\NIS\0xE4503A51\Wedding\WEDDING_OUTRO
[30176] \Global\NIS\0xE4503A51\Wedding\WEDDING_OUTRO\0x19757B86
[30175] \Global\NIS\0xE4503A51\Wedding\WEDDING_OUTRO\0x9A26B1BB
[30177] \Global\NIS\0xE4503A51\Wedding\WEDDING_OUTRO\Female01
[30178] \Global\NIS\0xE4503A51\Wedding\WEDDING_OUTRO\UnclePo
[30179] \Global\NIS\0xE4503A51\Wedding\WEDDING_OUTRO\Wei
[30180] \Global\NIS\0xE4503A51\Wedding\WEDDING_OUTRO\WheelChair
[30150] \Global\NIS\0xE4503A51\Wedding\WEDDING_PO_FLEES
[30151] \Global\NIS\0xE4503A51\Wedding\WEDDING_PO_FLEES\0x66634A5C
[30155] \Global\NIS\0xE4503A51\Wedding\WEDDING_PO_FLEES\0xE637D7E9
[30156] \Global\NIS\0xE4503A51\Wedding\WEDDING_PO_FLEES\0xEB74F130
[30164] \Global\NIS\0xE4503A51\Wedding\WEDDING_PO_FLEES\0xF13D3664
[30163] \Global\NIS\0xE4503A51\Wedding\WEDDING_PO_FLEES\0xF5FC2BD3
[30158] \Global\NIS\0xE4503A51\Wedding\WEDDING_PO_FLEES\Johnny
[30154] \Global\NIS\0xE4503A51\Wedding\WEDDING_PO_FLEES\Po
[30162] \Global\NIS\0xE4503A51\Wedding\WEDDING_PO_FLEES\THUG_03
[30161] \Global\NIS\0xE4503A51\Wedding\WEDDING_PO_FLEES\THUG_04
[30152] \Global\NIS\0xE4503A51\Wedding\WEDDING_PO_FLEES\Thug_01
[30153] \Global\NIS\0xE4503A51\Wedding\WEDDING_PO_FLEES\thug_02
[30160] \Global\NIS\0xE4503A51\Wedding\WEDDING_PO_FLEES\thug_05
[30159] \Global\NIS\0xE4503A51\Wedding\WEDDING_PO_FLEES\thug_06
[30157] \Global\NIS\0xE4503A51\Wedding\WEDDING_PO_FLEES\thug_08
[29755] \Global\NIS\0xE9131C88\0xAE9D97C0\0x98C9E127
[29756] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO2
[29757] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO2\Jackie
[29759] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO2\Thug00
[29760] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO2\Thug01
[29761] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO2\Thug02
[29762] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO2\Thug03
[29763] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO2\Thug04
[29764] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO2\Thug05
[29765] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO2\Thug06
[29766] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO2\Thug07
[29758] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO2\Wei
[29767] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO3
[29774] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO3\0x779BF8AE
[29773] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO3\0xC1439D75
[29771] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO3\FoldingChair001
[29772] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO3\FoldingChair002
[29775] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO3\Handcuffs
[29769] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO3\Pendrew
[29770] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO3\Raymond
[29768] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO3\Wei
[29749] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_ARREST
[29751] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_ARREST\0x3B96CC9D
[29754] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_ARREST\0x82ADE2FA
[29753] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_ARREST\0xF3088CC2
[29752] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_ARREST\Police01
[29750] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_ARREST\Wei
[29737] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_NAZ_ARRESTED
[29739] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_NAZ_ARRESTED\0x3B96CC9D
[29748] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_NAZ_ARRESTED\0x971C8606
[29746] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_NAZ_ARRESTED\0xC29A4DF6
[29745] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_NAZ_ARRESTED\0xC65B5041
[29741] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_NAZ_ARRESTED\0xF3088CC2
[29747] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_NAZ_ARRESTED\Helmet
[29744] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_NAZ_ARRESTED\Naz
[29740] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_NAZ_ARRESTED\Police01
[29742] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_NAZ_ARRESTED\Police02
[29743] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_NAZ_ARRESTED\Police03
[29738] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_NAZ_ARRESTED\Wei
[29689] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING
[29705] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING\0x1A529919
[29694] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING\0x21D7CF74
[29708] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING\0x37C92001
[29709] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING\0x3A8A06D8
[29710] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING\0x3E4B1B6F
[29707] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING\0xA4FED63E
[29698] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING\0xB22B23F2
[29690] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING\0xC9053499
[29692] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING\0xC99C614E
[29704] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING\0xCC24EE88
[29691] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING\0xEF309ED2
[29701] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING\0xF0F067F9
[29702] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING\BagJacket
[29700] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING\Briefcase
[29703] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING\Cleaver
[29695] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING\Cop01
[29699] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING\Crate
[29706] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING\Flashlight
[29696] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING\MeatCleaverWu
[29693] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING\Naz
[29697] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING\SecurityGuard
[29711] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING_VIDEO_1
[29717] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING_VIDEO_1\0xC9053499
[29712] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING_VIDEO_1\0xC99C614E
[29716] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING_VIDEO_1\BagJacket
[29715] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING_VIDEO_1\Briefcase
[29714] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING_VIDEO_1\Crate
[29713] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING_VIDEO_1\MeatCleaverWu
[29718] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING_VIDEO_2
[29726] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING_VIDEO_2\0xC9053499
[29719] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING_VIDEO_2\0xC99C614E
[29724] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING_VIDEO_2\BagJacket
[29722] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING_VIDEO_2\Briefcase
[29721] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING_VIDEO_2\Crate
[29725] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING_VIDEO_2\Flashlight
[29720] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING_VIDEO_2\MeatCleaverWu
[29723] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING_VIDEO_2\SecurityGuard
[29727] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING_VIDEO_3
[29736] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING_VIDEO_3\0xC9053499
[29728] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING_VIDEO_3\0xC99C614E
[29733] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING_VIDEO_3\BagJacket
[29731] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING_VIDEO_3\Briefcase
[29734] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING_VIDEO_3\Cleaver
[29730] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING_VIDEO_3\Crate
[29735] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING_VIDEO_3\Flashlight
[29729] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING_VIDEO_3\MeatCleaverWu
[29732] \Global\NIS\0xE9131C88\0xAE9D97C0\GAME_INTRO_OPENING_VIDEO_3\SecurityGuard
[29910] \Global\NIS\0xE9131C88\AMANDA_STORY\AMANDA_STORY_INTRO
[29912] \Global\NIS\0xE9131C88\AMANDA_STORY\AMANDA_STORY_INTRO\Amanda
[29913] \Global\NIS\0xE9131C88\AMANDA_STORY\AMANDA_STORY_INTRO\Brochure
[29911] \Global\NIS\0xE9131C88\AMANDA_STORY\AMANDA_STORY_INTRO\Wei
[29914] \Global\NIS\0xE9131C88\AMANDA_STORY\AMANDA_STORY_MID
[29921] \Global\NIS\0xE9131C88\AMANDA_STORY\AMANDA_STORY_MID\0x22495EAC
[29920] \Global\NIS\0xE9131C88\AMANDA_STORY\AMANDA_STORY_MID\0x2688431B
[29919] \Global\NIS\0xE9131C88\AMANDA_STORY\AMANDA_STORY_MID\0x2BCB65C2
[29918] \Global\NIS\0xE9131C88\AMANDA_STORY\AMANDA_STORY_MID\0x2F0A7875
[29923] \Global\NIS\0xE9131C88\AMANDA_STORY\AMANDA_STORY_MID\0x38CF131E
[29922] \Global\NIS\0xE9131C88\AMANDA_STORY\AMANDA_STORY_MID\0x3C0E0EA9
[29916] \Global\NIS\0xE9131C88\AMANDA_STORY\AMANDA_STORY_MID\Amanda
[29917] \Global\NIS\0xE9131C88\AMANDA_STORY\AMANDA_STORY_MID\Sifu
[29915] \Global\NIS\0xE9131C88\AMANDA_STORY\AMANDA_STORY_MID\Wei
[29924] \Global\NIS\0xE9131C88\AMANDA_STORY\AMANDA_STORY_OUTRO
[29926] \Global\NIS\0xE9131C88\AMANDA_STORY\AMANDA_STORY_OUTRO\0x2688431B
[29927] \Global\NIS\0xE9131C88\AMANDA_STORY\AMANDA_STORY_OUTRO\0x2BCB65C2
[29930] \Global\NIS\0xE9131C88\AMANDA_STORY\AMANDA_STORY_OUTRO\0xC6D7AD4F
[29928] \Global\NIS\0xE9131C88\AMANDA_STORY\AMANDA_STORY_OUTRO\Amanda
[29929] \Global\NIS\0xE9131C88\AMANDA_STORY\AMANDA_STORY_OUTRO\Sifu
[29925] \Global\NIS\0xE9131C88\AMANDA_STORY\AMANDA_STORY_OUTRO\Wei
[29878] \Global\NIS\0xE9131C88\Arrested\ARRESTED_INTRO
[29881] \Global\NIS\0xE9131C88\Arrested\ARRESTED_INTRO\0x7D882419
[29880] \Global\NIS\0xE9131C88\Arrested\ARRESTED_INTRO\Pendrew
[29879] \Global\NIS\0xE9131C88\Arrested\ARRESTED_INTRO\Wei
[29945] \Global\NIS\0xE9131C88\BamBam\BAMBAM_INTRO
[29948] \Global\NIS\0xE9131C88\BamBam\BAMBAM_INTRO\Cleaver
[29949] \Global\NIS\0xE9131C88\BamBam\BAMBAM_INTRO\Conroy
[29950] \Global\NIS\0xE9131C88\BamBam\BAMBAM_INTRO\Fish
[29946] \Global\NIS\0xE9131C88\BamBam\BAMBAM_INTRO\Wei
[29947] \Global\NIS\0xE9131C88\BamBam\BAMBAM_INTRO\Winston
[29951] \Global\NIS\0xE9131C88\BamBam\BAMBAM_MID
[29955] \Global\NIS\0xE9131C88\BamBam\BAMBAM_MID\0x36607C60
[29959] \Global\NIS\0xE9131C88\BamBam\BAMBAM_MID\0x40027BC1
[29958] \Global\NIS\0xE9131C88\BamBam\BAMBAM_MID\0x44C36676
[29960] \Global\NIS\0xE9131C88\BamBam\BAMBAM_MID\0x4D415D18
[29953] \Global\NIS\0xE9131C88\BamBam\BAMBAM_MID\0x77CF742C
[29954] \Global\NIS\0xE9131C88\BamBam\BAMBAM_MID\0x7A8C52F5
[29957] \Global\NIS\0xE9131C88\BamBam\BAMBAM_MID\0x95DDC542
[29956] \Global\NIS\0xE9131C88\BamBam\BAMBAM_MID\0xEFF765AE
[29952] \Global\NIS\0xE9131C88\BamBam\BAMBAM_MID\Benny
[29961] \Global\NIS\0xE9131C88\BamBam\BAMBAM_MID\Wei
[29966] \Global\NIS\0xE9131C88\BamBam\BAMBAM_OUTRO
[29967] \Global\NIS\0xE9131C88\BamBam\BAMBAM_OUTRO\Benny
[29968] \Global\NIS\0xE9131C88\BamBam\BAMBAM_OUTRO\Wei
[29962] \Global\NIS\0xE9131C88\BamBam\BENNY_FLEE
[29963] \Global\NIS\0xE9131C88\BamBam\BENNY_FLEE\Benny
[29964] \Global\NIS\0xE9131C88\BamBam\BENNY_FLEE\Bouncer
[29965] \Global\NIS\0xE9131C88\BamBam\BENNY_FLEE\Wei
[29940] \Global\NIS\0xE9131C88\CHECKING_IN_01
[29943] \Global\NIS\0xE9131C88\CHECKING_IN_01\NotePad
[29942] \Global\NIS\0xE9131C88\CHECKING_IN_01\Pen
[29941] \Global\NIS\0xE9131C88\CHECKING_IN_01\Raymond
[29944] \Global\NIS\0xE9131C88\CHECKING_IN_01\Wei
[29843] \Global\NIS\0xE9131C88\Chase\CHASE_INTRO
[29852] \Global\NIS\0xE9131C88\Chase\CHASE_INTRO2
[29860] \Global\NIS\0xE9131C88\Chase\CHASE_INTRO2\0x2886B2EE
[29855] \Global\NIS\0xE9131C88\Chase\CHASE_INTRO2\0x40027BC1
[29859] \Global\NIS\0xE9131C88\Chase\CHASE_INTRO2\0x47C4FCBC
[29856] \Global\NIS\0xE9131C88\Chase\CHASE_INTRO2\0x4D415D18
[29858] \Global\NIS\0xE9131C88\Chase\CHASE_INTRO2\0xE34B61DB
[29857] \Global\NIS\0xE9131C88\Chase\CHASE_INTRO2\0xEE084702
[29853] \Global\NIS\0xE9131C88\Chase\CHASE_INTRO2\Ming
[29854] \Global\NIS\0xE9131C88\Chase\CHASE_INTRO2\Thug_01
[29861] \Global\NIS\0xE9131C88\Chase\CHASE_INTRO2\Wei
[29851] \Global\NIS\0xE9131C88\Chase\CHASE_INTRO\ChopSticks
[29850] \Global\NIS\0xE9131C88\Chase\CHASE_INTRO\Food
[29845] \Global\NIS\0xE9131C88\Chase\CHASE_INTRO\Jackie
[29846] \Global\NIS\0xE9131C88\Chase\CHASE_INTRO\Mrs_Chu
[29848] \Global\NIS\0xE9131C88\Chase\CHASE_INTRO\TeaCup
[29847] \Global\NIS\0xE9131C88\Chase\CHASE_INTRO\Teapot
[29849] \Global\NIS\0xE9131C88\Chase\CHASE_INTRO\Wei
[29844] \Global\NIS\0xE9131C88\Chase\CHASE_INTRO\Winston
[29862] \Global\NIS\0xE9131C88\Chase\CHASE_MID
[29867] \Global\NIS\0xE9131C88\Chase\CHASE_MID\0x66634A5C
[29866] \Global\NIS\0xE9131C88\Chase\CHASE_MID\Knife
[29863] \Global\NIS\0xE9131C88\Chase\CHASE_MID\Ming
[29864] \Global\NIS\0xE9131C88\Chase\CHASE_MID\THUG_00
[29865] \Global\NIS\0xE9131C88\Chase\CHASE_MID\Thug_01
[29868] \Global\NIS\0xE9131C88\Chase\CHASE_MID\thug_02
[29869] \Global\NIS\0xE9131C88\Chase\CHASE_OUTRO
[29877] \Global\NIS\0xE9131C88\Chase\CHASE_OUTRO\0x90279F9F
[29875] \Global\NIS\0xE9131C88\Chase\CHASE_OUTRO\0x94E68228
[29872] \Global\NIS\0xE9131C88\Chase\CHASE_OUTRO\Cop01
[29873] \Global\NIS\0xE9131C88\Chase\CHASE_OUTRO\Cop02
[29874] \Global\NIS\0xE9131C88\Chase\CHASE_OUTRO\Gun
